"Province","Lag_Numeric","Lag_Description","RR","Lower","Upper"
"Satun",6,"cumulative_Lag 6","1.0016","0.9065","1.1067"
"Songkhla",6,"cumulative_Lag 6","1.0294","0.9765","1.0851"
"Sukhothai",6,"cumulative_Lag 6","1.0166","0.9738","1.0612"
"Suphan Buri",6,"cumulative_Lag 6","1.0349","0.9926","1.0791"
"Surat Thani",6,"cumulative_Lag 6","1.0817","1.0185","1.1489"
"Tak",6,"cumulative_Lag 6","0.9914","0.9528","1.0316"
"Trang",6,"cumulative_Lag 6","0.8803","0.7452","1.04"
"Trat",6,"cumulative_Lag 6","1.0696","0.9629","1.1882"
"Ubon Ratchathani",6,"cumulative_Lag 6","1.0102","0.9902","1.0306"
"Udon Thani",6,"cumulative_Lag 6","1.0582","1.0168","1.1013"
"Uthai Thani",6,"cumulative_Lag 6","1.0824","0.9899","1.1836"
"Uttaradit",6,"cumulative_Lag 6","1.0234","0.9613","1.0894"
"Yala",6,"cumulative_Lag 6","1.0163","0.9481","1.0895"
"Bangkok",7,"cumulative_Lag 7","1.0481","1.0282","1.0684"
"Buri Ram",7,"cumulative_Lag 7","1.067","1.0018","1.1365"
"Chachoengsao",7,"cumulative_Lag 7","1.0749","1.0269","1.1252"
"Chanthaburi",7,"cumulative_Lag 7","1.0369","0.9274","1.1594"
"Chiang Mai",7,"cumulative_Lag 7","1.0188","1.0018","1.036"
"Chiang Rai",7,"cumulative_Lag 7","0.9891","0.9785","0.9997"
"Chon Buri",7,"cumulative_Lag 7","1.0566","1.0197","1.095"
"Kamphaeng Phet",7,"cumulative_Lag 7","1.0455","0.9648","1.1329"
"Kanchanaburi",7,"cumulative_Lag 7","1.0115","0.9774","1.0468"
"Khon Kaen",7,"cumulative_Lag 7","1.0123","0.9859","1.0394"
"Lampang",7,"cumulative_Lag 7","1.0059","0.9784","1.0342"
"Lamphun",7,"cumulative_Lag 7","1.0065","0.9709","1.0435"
"Loei",7,"cumulative_Lag 7","0.9946","0.9617","1.0286"
"Lop Buri",7,"cumulative_Lag 7","1.1188","1.0388","1.205"
"Mae Hong Son",7,"cumulative_Lag 7","1.0174","0.9878","1.0479"
"Mukdahan",7,"cumulative_Lag 7","0.9701","0.7793","1.2077"
"Nakhon Pathom",7,"cumulative_Lag 7","1.0684","1.0271","1.1114"
"Nakhon Phanom",7,"cumulative_Lag 7","1.0267","0.9843","1.071"
"Nakhon Ratchasima",7,"cumulative_Lag 7","1.0692","1.0425","1.0966"
"Nakhon Sawan",7,"cumulative_Lag 7","1.0384","1.0004","1.0779"
"Nakhon Si Thammarat",7,"cumulative_Lag 7","1.1032","1.0236","1.189"
"Nan",7,"cumulative_Lag 7","0.9782","0.9514","1.0059"
"Narathiwat",7,"cumulative_Lag 7","1.0437","0.9725","1.1203"
"Nong Khai",7,"cumulative_Lag 7","1.0116","0.9775","1.0469"
"Pathum Thani",7,"cumulative_Lag 7","1.0274","0.9859","1.0707"
"Phayao",7,"cumulative_Lag 7","0.9785","0.9491","1.0087"
"Phetchabun",7,"cumulative_Lag 7","1.0269","0.9478","1.1126"
"Phichit",7,"cumulative_Lag 7","1.026","0.9413","1.1183"
"Phitsanulok",7,"cumulative_Lag 7","1.0513","1.0192","1.0844"
"Phra Nakhon Si Ayutthaya",7,"cumulative_Lag 7","1.022","0.9807","1.0651"
"Phrae",7,"cumulative_Lag 7","1.0306","0.9972","1.0652"
"Phuket",7,"cumulative_Lag 7","1.0614","0.9175","1.2279"
"Prachin Buri",7,"cumulative_Lag 7","1.0317","0.9873","1.078"
"Prachuap Khiri Khan",7,"cumulative_Lag 7","1.1457","1.0508","1.2492"
"Ratchaburi",7,"cumulative_Lag 7","1.028","1.0022","1.0546"
"Rayong",7,"cumulative_Lag 7","1.076","1.0232","1.1315"
"Sa Kaeo",7,"cumulative_Lag 7","1.0447","0.9936","1.0984"
"Sakon Nakhon",7,"cumulative_Lag 7","1.0287","0.9603","1.102"
"Samut Prakan",7,"cumulative_Lag 7","1.0143","0.9794","1.0504"
"Samut Songkhram",7,"cumulative_Lag 7","1.061","0.9879","1.1395"
"Satun",7,"cumulative_Lag 7","1.0088","0.8981","1.1331"
"Songkhla",7,"cumulative_Lag 7","1.0311","0.9684","1.0978"
"Sukhothai",7,"cumulative_Lag 7","1.0338","0.9893","1.0802"
"Suphan Buri",7,"cumulative_Lag 7","1.0538","1.0071","1.1026"
"Surat Thani",7,"cumulative_Lag 7","1.0823","1.0094","1.1605"
"Tak",7,"cumulative_Lag 7","0.9899","0.9477","1.034"
"Trang",7,"cumulative_Lag 7","0.8339","0.6924","1.0043"
"Trat",7,"cumulative_Lag 7","1.0577","0.936","1.1951"
"Ubon Ratchathani",7,"cumulative_Lag 7","1.0129","0.9896","1.0368"
"Udon Thani",7,"cumulative_Lag 7","1.0564","1.0087","1.1065"
"Uthai Thani",7,"cumulative_Lag 7","1.1069","1.0076","1.216"
"Uttaradit",7,"cumulative_Lag 7","0.9945","0.9244","1.07"
"Yala",7,"cumulative_Lag 7","0.9956","0.9186","1.079"
